"DB_Class_Key","Symbol_human","GeneID_human","Symbol_mouse","GeneID_mouse"
"47998837","CEBPE","1053","Cebpe","110794"
"47998838","CXCR4","7852","Cxcr4","12767"
"47998839","EFNB2","1948","Efnb2","13642"
"47998840","EFNB1","1947","Efnb1","13641"
"47998841","EFNB3","1949","Efnb3","13643"
"47998842","ZEB1","6935","Zeb1","21417"
"47998843","ZP1","22917","Zp1","22786"
"47998844","DUSP5","1847","Dusp5","240672"
"47998845","LMO4","8543","Lmo4","16911"
"47998846","GNG3","2785","Gng3","14704"
"47998847","CNMD","11061","Cnmd","16840"
"47998848","IRX1","79192","Irx1","16371"
"47998849","IRX5","10265","Irx5","54352"
"47998850","LCAT","3931","Lcat","16816"
"47998851","ZNF703","80139","Zfp703","353310"
"47998852","BLZF1","8548","Blzf1","66352"
"47998853","EPHA3","2042","Epha3","13837"
"47998854","PPP1R12C","54776","Ppp1r12c","232807"
"47998855","CASQ2","845","Casq2","12373"
"47998856","RPS9","6203","Rps9","76846"
"47998857","DNASE2","1777","Dnase2a","13423"
"47998858","ERF","2077","Erf","13875"
"47998859","APOE","348","Apoe","11816"
"47998860","CAPN9","10753","Capn9","73647"
"47998861","ARPC4","10093","Arpc4","68089"
"47998863","BTG1","694","Btg1","12226"
"47998866","TNFRSF10A","8797","Tnfrsf10b","21933"
"47998866","TNFRSF10B","8795","Tnfrsf10b","21933"
"47998866","TNFRSF10C","8794","Tnfrsf10b","21933"
"47998866","TNFRSF10D","8793","Tnfrsf10b","21933"
"47998868","SPRY4","81848","Spry4","24066"
"47998869","CRYBB1","1414","Crybb1","12960"
"47998870","ODC1","4953","Odc1","18263"
"47998871","ANGPT1","284","Angpt1","11600"
"47998872","ANGPT2","285","Angpt2","11601"
"47998873","ANGPTL3","27329","Angptl3","30924"
"47998874","NCAM2","4685","Ncam2","17968"
"47998875","NCAM1","4684","Ncam1","17967"
"47998876","BIVM","54841","Bivm","246229"
"47998877","DNAAF2","55172","Dnaaf2","109065"
"47998878","PKLR","5313","Pklr","18770"
"47998879","TFE3","7030","Tfe3","209446"
"47998880","ADH5","128","Adh5","11532"
"47998881","NDUFB5","4711","Ndufb5","66046"
"47998882","GABPA","2551","Gabpa","14390"
"47998883","ALDH1A2","8854","Aldh1a2","19378"
"47998884","SMAD6","4091","Smad6","17130"
"47998885","CCT6B","10693","Cct6b","12467"
"47998886","CCT6A","908","Cct6a","12466"
"47998887","UGDH","7358","Ugdh","22235"
"47998888","VCAN","1462","Vcan","13003"
"47998889","DCC","1630","Dcc","13176"
"47998890","MAB21L2","10586","Mab21l2","23937"
"47998891","NGB","58157","Ngb","64242"
"47998892","PRKCI","5584","Prkci","18759"
"47998893","EFNA3","1944","Efna3","13638"
"47998894","SFRP5","6425","Sfrp5","54612"
"47998895","YWHAG","7532","Ywhag","22628"
"47998896","GPC4","2239","Gpc4","14735"
"47998897","HSF2","3298","Hsf2","15500"
"47998898","GNAT2","2780","Gnat2","14686"
"47998899","KLF2","10365","Klf2","16598"
"47998900","KLF3","51274","Klf3","16599"
"47998901","GNAT1","2779","Gnat1","14685"
"47998902","GUCA1B","2979","Guca1b","107477"
"47998904","GUCY2F","2986","Gucy2f","245650"
"47998905","GUCY2D","3000","Gucy2e","14919"
"47998906","ND4","4538","mt-Nd4","17719"
"47998907","ND4L","4539","mt-Nd4l","17720"
"47998908","ND5","4540","mt-Nd5","17721"
"47998909","ND6","4541","mt-Nd6","17722"
"47998910","COX1","4512","mt-Co1","17708"
"47998911","COX2","4513","mt-Co2","17709"
"47998911","MTCO2P12","107075310","mt-Co2","17709"
"47998912","COX3","4514","mt-Co3","17710"
"47998913","CYTB","4519","mt-Cytb","17711"
"47998914","ATP6","4508","mt-Atp6","17705"
"47998915","ATP6","4508","Atp6-ps","100503946"
"47998916","ND1","4535","mt-Nd1","17716"
"47998917","ND2","4536","mt-Nd2","17717"
"47998918","ND3","4537","mt-Nd3","17718"
"47998919","CASP3","836","Casp3","12367"
"47998920","XBP1","7494","Xbp1","22433"
"47998921","FADS3","3995","Fads3","60527"
"47998922","FADS2","9415","Fads2","56473"
"47998923","RAB2A","5862","Rab2a","59021"
"47998924","VIM","7431","Vim","22352"
"47998925","ATIC","471","Atic","108147"
"47998927","PRPS1L1","221823","Prps1l1","75456"
"47998928","PRPS1","5631","Prps1","19139"
"47998929","TFAP2A","7020","Tfap2a","21418"
"47998930","CYP1A1","1543","Cyp1a1","13076"
"47998931","CYP1A2","1544","Cyp1a2","13077"
"47998932","JAG1","182","Jag1","16449"
"47998933","JAG2","3714","Jag2","16450"
"47998934","PER1","5187","Per1","18626"
"47998935","PER2","8864","Per2","18627"
"47998936","NANOS3","342977","Nanos3","244551"
"47998937","CKB","1152","Ckb","12709"
"47998938","HNF1B","6928","Hnf1b","21410"
"47998939","PSAP","5660","Psap","19156"
"47998940","PSAPL1","768239","Psapl1","76943"
"47998941","RYR1","6261","Ryr1","20190"
"47998942","LACTB","114294","Lactb","80907"
"47998943","CEBPA","1050","Cebpa","12606"
"47998944","CEBPB","1051","Cebpb","12608"
"47998945","CEBPD","1052","Cebpd","12609"
"47998946","CEBPG","1054","Cebpg","12611"
"47998947","PTK2","5747","Ptk2","14083"
"47998948","DMBX1","127343","Dmbx1","140477"
"47998949","GBX1","2636","Gbx1","231044"
"47998950","MEIS1","4211","Meis1","17268"
"47998951","PKNOX1","5316","Pknox1","18771"
"47998952","S1PR2","9294","S1pr2","14739"
"47998953","GRIA1","2890","Gria1","14799"
"47998954","GRIA2","2891","Gria2","14800"
"47998955","GRIA3","2892","Gria3","53623"
"47998956","GRIA4","2893","Gria4","14802"
"47998957","CACNA1C","775","Cacna1c","12288"
"47998958","UBE4B","10277","Ube4b","63958"
"47998959","TLX2","3196","Tlx2","21909"
"47998960","MKRN3","7681","Mkrn3","22652"
"47998961","MKRN1","23608","Mkrn1","54484"
"47998962","MKRN2","23609","Mkrn2","67027"
"47998963","TRAV13-1","28671","Trav5n-4","100042614"
"47998963","TRAV13-2","28670","Trav5n-4","100042614"
"47998964","TRAV13-1","28671","Trav5d-4","667583"
"47998964","TRAV13-2","28670","Trav5d-4","667583"
"47998965","TRAV13-1","28671","Trav5-4","21507"
"47998965","TRAV13-2","28670","Trav5-4","21507"
"47998966","PTPRF","5792","Ptprf","19268"
"47998967","PTPRS","5802","Ptprs","19280"
"47998968","SALL1","6299","Sall1","58198"
"47998969","SALL3","27164","Sall3","20689"
"47998970","PHC2","1912","Phc2","54383"
"47998971","FABP3","2170","Fabp3","14077"
"47998972","FABP1","2168","Fabp1","14080"
"47998973","CRABP1","1381","Crabp1","12903"
"47998974","RBP2","5948","Rbp2","19660"
"47998975","CRABP2","1382","Crabp2","12904"
"47998976","IL17RD","54756","Il17rd","171463"
"47998977","CCNG1","900","Ccng1","12450"
"47998978","GLRA3","8001","Glra3","110304"
"47998979","DACH2","117154","Dach2","93837"
"47998980","DACH1","1602","Dach1","13134"
"47998981","ELOB","6923","Elob","67673"
"47998982","CALM2","805","Calm2","12314"
"47998983","CALM1","801","Calm1","12313"
"47998984","CALM3","808","Calm3","12315"
"47998985","DCUN1D2","55208","Dcun1d2","102323"
"47998986","TPI1","7167","Tpi1","21991"
"47998987","CCNA2","890","Ccna2","12428"
"47998988","U2AF1","7307","U2af1","108121"
"47998989","ATP6V1E2","90423","Atp6v1e2","74915"
"47998990","ATP6V1E1","529","Atp6v1e1","11973"
"47998991","RPS5","6193","Rps5","20103"
"47998992","SRRT","51593","Srrt","83701"
"47998993","SNRPD1","6632","Snrpd1","20641"
"47998994","PPP1R10","5514","Ppp1r10","52040"
"47998995","POLE2","5427","Pole2","18974"
"47998996","TIMM23","100287932","Timm23","53600"
"47998996","TIMM23B","100652748","Timm23","53600"
"47998997","TAF7","6879","Taf7","24074"
"47998998","CSNK1A1","1452","Csnk1a1","93687"
"47998999","RPL35","11224","Rpl35rt","100038991"
"47999000","RPL35","11224","Rpl35","66489"
"47999003","RPS18","6222","Rps18","20084"
"47999004","SMC4","10051","Smc4","70099"
"47999005","SF3B4","10262","Sf3b4","107701"
"47999006","ATP6V0C","527","Atp6v0c","11984"
"47999007","MCM2","4171","Mcm2","17216"
"47999008","RPL24","6152","Rpl24","68193"
"47999009","SNRPC","6631","Snrpc","20630"
"47999010","MCM7","4176","Mcm7","17220"
"47999011","SCARB2","950","Scarb2","12492"
"47999012","B3GAT3","26229","B3gat3","72727"
"47999013","NCBP2","22916","Ncbp2","68092"
"47999013","NCBP2L","392517","Ncbp2","68092"
"47999014","HDAC1","3065","Hdac1","433759"
"47999015","DTL","51514","Dtl","76843"
"47999016","MAK16","84549","Mak16","67920"
"47999017","ACTL6A","86","Actl6a","56456"
"47999018","UXS1","80146","Uxs1","67883"
"47999019","TERF2","7014","Terf2","21750"
"47999020","BCAR3","8412","Bcar3","29815"
"47999021","MCM3","4172","Mcm3","17215"
"47999022","AURKC","6795","Aurkc","20871"
"47999023","AURKB","9212","Aurkb","20877"
"47999024","CCT3","7203","Cct3","12462"
"47999025","CCT2","10576","Cct2","12461"
"47999026","CCT7","10574","Cct7","12468"
"47999028","RPL36A","6173","Rpl36al","66483"
"47999028","RPL36AL","6166","Rpl36al","66483"
"47999029","RPL36A","6173","Rpl36a","19982"
"47999030","ATP6AP1","537","Atp6ap1","54411"
"47999031","EEF1G","1937","Eef1g","67160"
"47999032","NACA","4666","Naca","17938"
"47999033","FSHR","2492","Fshr","14309"
"47999034","MTF1","4520","Mtf1","17764"
"47999035","LMNB1","4001","Lmnb1","16906"
"47999036","LMNA","4000","Lmna","16905"
"47999037","KIF11","3832","Kif11","16551"
"47999038","FLOT1","10211","Flot1","14251"
"47999039","FLOT2","2319","Flot2","14252"
"47999040","IGF1R","3480","Igf1r","16001"
"47999041","INSR","3643","Insr","16337"
"47999042","ROS1","6098","Ros1","19886"
"47999043","PTK2B","2185","Ptk2b","19229"
"47999044","INVS","27130","Invs","16348"
"47999045","VANGL2","57216","Vangl2","93840"
"47999046","CRYAA","1409","Cryaa","12954"
"47999047","NEK8","284086","Nek8","140859"
"47999048","GBX2","2637","Gbx2","14472"
"47999049","CYGB","114757","Cygb","114886"
"47999050","GPI","2821","Gpi1","14751"
"47999051","CPA1","1357","Cpa1","109697"
"47999052","ID3","3399","Id3","15903"
"47999053","SPACA5","389852","Spaca5","278203"
"47999053","SPACA5B","729201","Spaca5","278203"
"47999054","LYZL4","131375","Lyzl4","69032"
"47999055","LYZL6","57151","Lyzl6","69444"
"47999056","LYZ","4069","Lyz1","17110"
"47999057","LYZ","4069","Lyz2","17105"
"47999058","LYZL1","84569","Lyzl1","67328"
"47999058","LYZL2","119180","Lyzl1","67328"
"47999059","SPACA3","124912","Spaca3","75622"
"47999060","LYZ","4069","Lyz3","77397"
"47999061","MAB21L1","4081","Mab21l1","17116"
"47999062","PTGS1","5742","Ptgs1","19224"
"47999063","PTGS2","5743","Ptgs2","19225"
"47999064","AHR","196","Ahr","11622"
"47999065","THBS1","7057","Thbs1","21825"
"47999066","THBS2","7058","Thbs2","21826"
"47999067","THBS3","7059","Thbs3","21827"
"47999068","THBS4","7060","Thbs4","21828"
"47999069","MYO7A","4647","Myo7a","17921"
"47999070","MYCN","4613","Mycn","18109"
"47999071","PCDH10","57575","Pcdh10","18526"
"47999072","PCDHAC1","56135","Pcdhac1","353236"
"47999073","PCDHGC3","5098","Pcdhgc3","93706"
"47999074","OAZ1","4946","Oaz1","18245"
"47999075","BBS2","583","Bbs2","67378"
"47999076","PRC1","9055","Prc1","233406"
"47999077","TAGLN2","8407","Tagln2","21346"
"47999078","HM13","81502","H13","14950"
"47999079","CASK","8573","Cask","12361"
"47999080","HGD","3081","Hgd","15233"
"47999081","PLAGL2","5326","Plagl2","54711"
"47999082","P2RX4","5025","P2rx4","18438"
"47999083","MST1","4485","Mst1","15235"
"47999083","MST1L","11223","Mst1","15235"
"47999084","ESR1","2099","Esr1","13982"
"47999085","CERS4","79603","Cers4","67260"
"47999086","CERS2","29956","Cers2","76893"
"47999087","ROBO4","54538","Robo4","74144"
"47999088","ABL2","27","Abl2","11352"
"47999089","RFC3","5983","Rfc3","69263"
"47999090","ADCYAP1","116","Adcyap1","11516"
"47999091","CYP2J2","1573","Cyp2j7","546837"
"47999092","CYP2J2","1573","Cyp2j8","665095"
"47999093","CYP2J2","1573","Cyp2j5","13109"
"47999094","CYP2J2","1573","Cyp2j11","100066"
"47999095","CYP2J2","1573","Cyp2j6","13110"
"47999096","CYP2J2","1573","Cyp2j12","242546"
"47999097","ATP5MC3","518","Atp5mc3","228033"
"47999098","RELN","5649","Reln","19699"
"47999099","HAS2","3037","Has2","15117"
"47999100","SIM1","6492","Sim1","20464"
"47999101","ATP2A1","487","Atp2a1","11937"
"47999102","MSH6","2956","Msh6","17688"
"47999103","MTHFD1","4522","Mthfd1","108156"
"47999104","PRRX1","5396","Prrx1","18933"
"47999105","ID2","3398","Id2","15902"
"47999106","GAPDHS","26330","Gapdhs","14447"
"47999107","GUK1","2987","Guk1","14923"
"47999108","EEF2K","29904","Eef2k","13631"
"47999109","APMAP","57136","Apmap","71881"
"47999110","SEC31A","22872","Sec31a","69162"
"47999111","UNC45B","146862","Unc45b","217012"
"47999112","ST8SIA2","8128","St8sia2","20450"
"47999113","DNAH9","1770","Dnah9","237806"
"47999114","TRH","7200","Trh","22044"
"47999115","ACVRL1","94","Acvrl1","11482"
"47999116","FOXN1","8456","Foxn1","15218"
"47999117","ADRA2A","150","Adra2a","11551"
"47999118","ADRA2B","151","Adra2b","11552"
"47999119","ADRA2C","152","Adra2c","11553"
"47999120","TRAM1","23471","Tram1","72265"
"47999121","TRAM1L1","133022","Tram1l1","229801"
"47999122","PAK2","5062","Pak2","224105"
"47999123","GATM","2628","Gatm","67092"
"47999124","AP3M1","26985","Ap3m1","55946"
"47999125","CCNG2","901","Ccng2","12452"
"47999126","TLX3","30012","Tlx3","27140"
"47999127","TLX1","3195","Tlx1","21908"
"47999128","AP3M2","10947","Ap3m2","64933"
"47999129","KAT6A","7994","Kat6a","244349"
"47999130","BTAF1","9044","Btaf1","107182"
"47999131","NPM1","4869","Npm1","18148"
"47999132","ETF1","2107","Etf1","225363"
"47999133","LGMN","5641","Lgmn","19141"
"47999134","CCNF","899","Ccnf","12449"
"47999135","CAD","790","Cad","69719"
"47999136","RANBP9","10048","Ranbp9","56705"
"47999137","NEO1","4756","Neo1","18007"
"47999138","ARCN1","372","Arcn1","213827"
"47999139","SMOC2","64094","Smoc2","64074"
"47999140","EPB41L3","23136","Epb41l3","13823"
"47999141","TRPM7","54822","Trpm7","58800"
"47999142","RDH8","50700","Rdh8","235033"
"47999143","CDON","50937","Cdon","57810"
"47999144","ETS1","2113","Ets1","23871"
"47999145","LMO1","4004","Lmo1","109594"
"47999146","PLK1","5347","Plk1","18817"
"47999147","HAS3","3038","Has3","15118"
"47999148","DRD3","1814","Drd3","13490"
"47999149","DRD2","1813","Drd2","13489"
"47999150","C7","730","C7","109828"
"47999151","GRM6","2916","Grm6","108072"
"47999152","ALDH3B2","222","Aldh3b2","621603"
"47999153","ALDH3B2","222","Aldh3b3","73458"
"47999154","ALDH3B1","221","Aldh3b1","67689"
"47999155","SMARCA5","8467","Smarca5","93762"
"47999156","BCKDK","10295","Bckdk","12041"
"47999157","NAV3","89795","Nav3","260315"
"47999158","HSPD1","3329","Hspd1","15510"
"47999159","F7","2155","F7","14068"
"47999160","FBP1","2203","Fbp1","14121"
"47999161","HNF1A","6927","Hnf1a","21405"
"47999162","PARP10","84875","Parp10","671535"
"47999163","TIMM9","26520","Timm9","30056"
"47999164","FARSB","10056","Farsb","23874"
"47999165","SDC2","6383","Sdc2","15529"
"47999166","SEBOX","645832","Sebox","18292"
"47999167","AHCYL1","10768","Ahcyl1","229709"
"47999168","F10","2159","F10","14058"
"47999169","MCM5","4174","Mcm5","17218"
"47999170","MTX1","4580","Mtx1","17827"
"47999171","MTX2","10651","Mtx2","53375"
"47999172","MTX3","345778","Mtx3","382793"
"47999173","B3GNT7","93010","B3gnt7","227327"
"47999174","MSN","4478","Msn","17698"
"47999175","DDX55","57696","Ddx55","67848"
"47999176","SDAD1","55153","Sdad1","231452"
"47999177","MED29","55588","Med29","67224"
"47999178","TSR2","90121","Tsr2","69499"
"47999179","ARL13B","200894","Arl13b","68146"
"47999180","ATP6V1H","51606","Atp6v1h","108664"
"47999181","PHF5A","84844","Phf5a","68479"
"47999182","NCS1","23413","Ncs1","14299"
"47999183","DDX54","79039","Ddx54","71990"
"47999184","DMRT3","58524","Dmrt3","240590"
"47999185","INTS7","25896","Ints7","77065"
"47999186","DAG1","1605","Dag1","13138"
"47999187","MC4R","4160","Mc4r","17202"
"47999188","MC5R","4161","Mc5r","17203"
"47999189","LAMB1","3912","Lamb1","16777"
"47999190","LAMC1","3915","Lamc1","226519"
"47999191","IGFBP1","3484","Igfbp1","16006"
"47999192","WDR43","23160","Wdr43","72515"
"47999193","NIFK","84365","Nifk","67949"
"47999194","TTC27","55622","Ttc27","74196"
"47999195","ZCCHC7","84186","Zcchc7","319885"
"47999196","OMP","4975","Omp","18378"
"47999197","PHEX","5251","Phex","18675"
"47999198","RUVBL2","10856","Ruvbl2","20174"
"47999199","RUVBL1","8607","Ruvbl1","56505"
"47999200","TTN","7273","Ttn","22138"
"47999201","CAPNS1","826","Capns1","12336"
"47999202","ELOVL6","79071","Elovl6","170439"
"47999203","GLUD1","2746","Glud1","14661"
"47999203","GLUD2","2747","Glud1","14661"
"47999204","IMPDH2","3615","Impdh2","23918"
"47999205","CORO1C","23603","Coro1c","23790"
"47999206","KBTBD8","84541","Kbtbd8","243574"
"47999207","POLA1","5422","Pola1","18968"
"47999209","GAPDH","2597","Gapdhrt2","100039229"
"47999210","GAPDH","2597","Gapdhrt","100042427"
"47999211","GAPDH","2597","Gapdh","14433"
"47999212","ROCK2","9475","Rock2","19878"
"47999213","ESR2","2100","Esr2","13983"
"47999214","PPAN","56342","Ppan","235036"
"47999214","PPAN-P2RY11","692312","Ppan","235036"
"47999215","SCFD1","23256","Scfd1","76983"
"47999216","AZIN1","51582","Azin1","54375"
"47999217","TTK","7272","Ttk","22137"
"47999218","NFE2","4778","Nfe2","18022"
"47999219","MBP","4155","Mbp","17196"
"47999220","SMAD7","4092","Smad7","17131"
"47999221","CDH12","1010","Cdh12","215654"
"47999222","EPB41","2035","Epb41","269587"
"47999223","RPS27A","6233","Rps27a","78294"
"47999223","RPS27AP5","100271374","Rps27a","78294"
"47999224","HMGN1","3150","Hmgn1","15312"
"47999225","PRKAR2A","5576","Prkar2a","19087"
"47999226","LAPTM4A","9741","Laptm4a","17775"
"47999227","SIRT2","22933","Sirt2","64383"
"47999228","AGRN","375790","Agrn","11603"
"47999229","RNF148","378925","Rnf148","71300"
"47999230","RNF128","79589","Rnf128","66889"
"47999231","RNF133","168433","Rnf133","386611"
"47999232","SMC2","10592","Smc2","14211"
"47999233","EXOC1","55763","Exoc1","69940"
"47999234","CS","1431","Csl","71832"
"47999235","CS","1431","Cs","12974"
"47999236","UBE2M","9040","Ube2m","22192"
"47999245","CTSL","1514","Ctsl","13039"
"47999245","CTSV","1515","Ctsl","13039"
"47999249","CYP27A1","1593","Cyp27a1","104086"
"47999250","HSDL2","84263","Hsdl2","72479"
"47999251","C11orf54","28970","4931406C07Rik","70984"
"47999252","COMTD1","118881","Comtd1","69156"
"47999253","APOC1","341","Apoc1","11812"
"47999254","HNF4A","3172","Hnf4a","15378"
"47999255","ARFGEF1","10565","Arfgef1","211673"
"47999256","ANXA2","302","Anxa2","12306"
"47999256","ANXA2P2","304","Anxa2","12306"
"47999257","FAH","2184","Fah","14085"
"47999258","MTIF2","4528","Mtif2","76784"
"47999259","PRDX4","10549","Prdx4","53381"
"47999260","ZNF423","23090","Zfp423","94187"
"47999261","YY1","7528","Yy1","22632"
"47999262","CPB1","1360","Cpb1","76703"
"47999263","AHSG","197","Ahsg","11625"
"47999266","CHIA","27159","Chil4","104183"
"47999267","CHIA","27159","Chil5","229687"
"47999268","CHIA","27159","Chil3","12655"
"47999269","CHIA","27159","Chil6","229688"
"47999270","CHIA","27159","Chia1","81600"
"47999271","TAT","6898","Tat","234724"
"47999272","MAP1LC3B","81631","Map1lc3b","67443"
"47999272","MAP1LC3B2","643246","Map1lc3b","67443"
"47999273","CBX3","11335","Cbx3","12417"
